category,count
PVC windows supplier,56
State employment department,55
Water tank cleaning service,55
Catholic cathedral,55
High ropes course,55
Naval base,55
Display stand manufacturer,55
Parkour spot,55
Aircraft manufacturer,55
City administration,55
Irish goods store,55
Sailmaker,55
Solar photovoltaic power plant,55
Bicycle store,55
Theater supply store,54
Clothes market,54
Dive club,54
Technology park,54
Basketball court contractor,54
Distance learning center,54
Plumbing,54
Music publisher,54
Wedding dress rental service,54
Property administrator,54
Yeshiva,54
Police,53
Scale supplier,53
Textile mill,53
Endoscopist,53
Fish processing,53
Junk store,53
Ceramics wholesaler,53
Holiday park,53
Software training institute,53
Medical transcription service,52
Water skiing instructor,52
Vista,52
Law library,52
Food processing equipment,52
Travel lounge,52
Vending machine,52
Haute couture fashion house,51
Equestrian club,51
Cambodian restaurant,51
Interior decoration,51
Continental restaurant,51
Rapids,51
Children Policlinic,51
Alcohol manufacturer,51
Measuring instruments supplier,51
Polythene and plastic sheeting supplier,50
Agricultural machinery manufacturer,50
Opera company,50
Sport tour agency,50
Japanese grocery store,50
Mausoleum builder,50
Leather coats store,50
Agricultural association,50
Hunan restaurant,50
Women's shelter,50
Record company,50
Tennis court construction company,50
Cultural association,50
Concrete factory,50
Antenna service,49
Food machinery supplier,49
Quaker church,49
Watch manufacturer,49
Ice skating club,49
Angler fish restaurant,49
Maserati dealer,49
Canoe and kayak club,49
Lawyers association,49
Bridge club,49
Japanese curry restaurant,49
Airstrip,49
Modern art museum,49
Bangladeshi restaurant,49
Table tennis supply store,48
Rectory,48
Marine surveyor,48
Pantry,48
Ocean,48
Domestic airport,48
Parochial school,48
Malaysian restaurant,48
Office supply wholesaler,48
Ceiling supplier,47
Ski club,47
Bar restaurant furniture store,47
Weddings,47
Telecommunications engineer,47
Convenience stores organization,47
Coast guard station,47
Disco club,47
Deaf service,47
Industrial area,47
Finishing materials supplier,47
Tribal headquarters,47
Acrylic store,46
Karate club,46
Household goods wholesaler,46
Israeli restaurant,46
Ice skating instructor,46
Drilling equipment supplier,46
Trust bank,46
Paper shredding machine supplier,46
Medical technology manufacturer,46
Mathematics school,46
Convent,46
Mountain range,46
Exhibition and trade centre,46
Marines facility,45
Public medical center,45
Gymnasium school,45
City department of transportation,45
Municipal administration office,45
Oyster supplier,45
Bakery equipment,45
Food seasoning manufacturer,45
Theatrical costume supplier,44
Fur coat shop,44
Singles organization,44
Fruit and vegetable processing,44
Poke bar,44
Stone carving,44
Social services,44
Childrens home,44
Spices wholesalers,44
Agriculture,44
Government economic program,44
Flour mill,44
International trade consultant,44
Barrel supplier,44
Wok restaurant,43
Higher education,43
Wood frame supplier,43
Biking trail,43
Dog care,43
Community school,43
Toy manufacturer,43
Nuclear power plant,43
Solar hot water system supplier,42
Iron steel contractor,42
Scale repair service,42
Eye care,42
Package locker,42
Archaeological site,42
Armenian restaurant,42
Psychoneurological specialized clinic,42
Nicaraguan restaurant,42
Indonesian restaurant,42
School house,42
Airbrushing supply store,42
Coffin supplier,42
Dude ranch,41
Bikram yoga studio,41
Dam,41
Polygraph service,41
Neonatal physician,41
Hotel supply store,41
House clearance service,41
Education and culture,41
Music,41
Mehndi designer,40
Figurine shop,40
Motoring club,40
Photography school,40
Lighthouse,40
Leather goods supplier,40
Public sector bank,40
Sports accessories wholesaler,40
Attraction,40
Council,40
Heritage preservation,40
Passport agent,39
Waterbed store,39
Semi conductor supplier,39
Electrical appliance wholesaler,39
MINI dealer,39
Table tennis club,39
Hydraulic engineer,39
Concrete metal framework supplier,39
Used store fixture supplier,39
Gasket manufacturer,39
Maternity hospital,39
BPO company,39
Junior college,39
Power plant consultant,39
Electric utility manufacturer,39
Health counselor,39
Factory equipment supplier,39
Tunnel,39
Ice cream equipment supplier,38
Childrens cafe,38
British restaurant,38
Kinesiologist,38
PVC industry,38
Rugby field,38
Handball court,38
Playgroup,38
Plastic resin manufacturer,38
Scale model club,38
Sailing event area,38
Triumph motorcycle dealer,38
Wedding souvenir shop,38
Road cycling,38
Castle,38
Learner driver training area,38
Air taxi,37
Smart shop,37
Child psychiatrist,37
Studying center,37
Moving company,37
Telephone exchange,37
Dynamometer supplier,37
Insurance school,37
Student career counseling office,37
Sugar shack,37
Printer ink refill store,37
Cruise terminal,37
Technical university,37
Burmese restaurant,37
Tool grinding service,37
Cash and carry wholesaler,37
Workers' club,36
Slaughterhouse,36
Shanghainese restaurant,36
Engineering school,36
Gas and automotive,36
Maritime museum,36
Egyptian restaurant,36
Real estate fair,36
Travel services,36
District court,36
Screw supplier,36
Tower,36
Doula,36
Cannery,36
Cosmetic surgeon,36
Health resort,36
Swimming competition,35
Drawing lessons,35
Machine construction,35
Oriental medicine clinic,35
Pottery manufacturer,35
Bocce ball court,35
Mobile network operator,35
Tiki bar,35
Meat dish restaurant,35
Marriage license bureau,34
Electric vehicle charging station contractor,34
Typing service,34
Pharmaceutical lab,34
Office refurbishment service,34
Wax supplier,34
Barn,34
Resident registration office,34
Childrens party buffet,34
Judo club,34
Modern French restaurant,34
Ice hockey club,34
War museum,34
Laminating equipment supplier,34
Justice of the peace,33
Public utility,33
Typewriter repair service,33
Vegetable wholesaler,33
Builder,33
Geyser,33
Archaeological museum,33
Opera house,33
Livery company,33
Jewish restaurant,33
Marketing,33
Pacific Northwest restaurant (US),33
Railroad ties supplier,32
Consumer advice center,32
Rainwater tank supplier,32
BMX park,32
Sanitary inspection,32
Indian Muslim restaurant,32
Musician and composer,32
Diaper service,32
Po’ boys restaurant,32
Hot spring,32
Steel drum supplier,32
Highway patrol,32
Outdoor movie theater,32
Cave,32
Compressed natural gas station,32
Performing arts,31
Scientific equipment supplier,31
Communications central,31
Festival hall,31
Thread supplier,31
Belgian restaurant,31
Venture capital company,31
Port authority,31
Computer desk store,31
Architectural and engineering model maker,31
Stainless steel plant,31
Bowling club,31
Udon noodle restaurant,31
Music box store,31
Steel framework contractor,31
Water skiing service,31
Greengrocer,31
Chinese tea house,31
Oxygen cocktail spot,31
Drafting equipment supplier,31
Chemistry lab,30
Company registry,30
Feng shui consultant,30
Computer club,30
Self service restaurant,30
Chinese medicine store,30
Train depot,30
Luggage storage facility,30
Olive oil manufacturer,30
Knife manufacturing,30
International school,30
Clothing wholesale market place,30
Russian grocery store,30
Childrens farm,30
Gay sauna,30
Carpet manufacturer,30
Mold maker,30
Tea market place,30
Port operating company,30
Ducati dealer,29
Shabu-shabu restaurant,29
Line marking service,29
Psychoanalyst,29
Inlet,29
Textiles,29
Fondue restaurant,29
Agricultural,29
Model portfolio studio,29
Residential college,29
Private equity firm,29
Office of Vital Records,29
Double glazing installer,29
Newspaper distribution,29
Singing telegram service,29
Childrens library,29
Elevator manufacturer,29
Students support association,29
Security,28
Study at home school,28
Rescue squad,28
Wool store,28
Hair,28
Anodizer,28
Leagues club,28
Pan-Latin restaurant,28
National museum,28
Chess club,28
Auto chemistry shop,28
Scandinavian restaurant,28
Cabaret club,28
Fortune telling services,28
Farm household tour,28
Civil defense,28
Birth certificate service,27
Biryani restaurant,27
Ski school,27
Chinese bakery,27
Cottage village,27
Mobile money agent,27
Motorcycles,27
Squash club,27
Detective,27
Shipbuilding and repair company,27
Squash court,27
Cinema equipment supplier,27
Cotton mill,27
Cosmetics wholesaler,27
Choir,27
Isuzu dealer,27
Toiletries store,27
Conveyor belt sushi restaurant,27
Public transport,27
Chophouse restaurant,26
Dance conservatory,26
Gypsum product supplier,26
Notaries association,26
Tobacco exporter,26
Tourism,26
Steelwork design company,26
Curling club,26
Court executive officer,26
Metropolitan train company,26
Ferrari dealer,25
Farm school,25
English language instructor,25
Seafood,25
Embossing service,25
Coalfield,25
Toy museum,25
Lock Store,25
Promenade,25
Yakitori restaurant,25
Cement manufacturer,25
Fitted furniture supplier,25
Train ticket office,25
Uzbeki restaurant,25
Boxing ring,25
Fire fighters academy,25
Disposable tableware supplier,25
Crater,25
Household chemicals supplier,25
Dance restaurant,25
Couture store,25
Pharmaceutical products wholesaler,25
Moravian church,25
Beach cleaning service,24
Modeling school,24
Memorial estate,24
Aero dance class,24
Bus depot,24
Fortress,24
VCR repair service,24
Polynesian restaurant,24
Seaplane base,24
Open air museum,24
Gardening products and services,24
Food delivery,24
Armenian church,24
Hypermarket,24
Music college,24
Port,24
Cattle market,24
Paper bag supplier,24
Handicraft school,24
Ventilating equipment manufacturer,24
Department of education,24
Anime club,24
Marine protected area,24
Multimedia and electronic book publisher,24
Registry office,24
Land allotment,24
Asian household goods store,24
Sexologist,23
Clothing,23
Windsurfing store,23
Amateur theater,23
Churreria,23
New England restaurant,23
Assembly room,23
Ballet theater,23
Technology museum,23
Saab dealer,23
Futsal court,23
Apprenticeship center,23
Pedestrian zone,23
Sportwear manufacturer,23
Roommate referral service,23
Dogsled ride service,23
Army museum,23
Military school,23
Vegetable wholesale market,23
Fund management company,23
Copper supplier,23
Volcano,23
Haberdashery,23
Mountaineering class,23
School for the deaf,23
Magistrates' court,23
Aluminum frames supplier,23
Lagoon,23
Institute of technology,23
Intellectual property registry,23
Justice department,22
Telescope store,22
Customs consultant,22
Books wholesaler,22
Polymer supplier,22
Accounting school,22
Beauty products vending machine,22
Industrial supermarket,22
Suburban train line,22
Social welfare center,22
Scaffolder,22
Crisis center,22
Australian goods store,22
Real estate surveyor,22
Chess instructor,22
Orthoptist,22
Rolled metal products supplier,22
Neapolitan restaurant,22
Beach volleyball club,22
Instruction,22
Pets,22
Military hospital,21
Punjabi restaurant,21
Basket supplier,21
Houseboat rental service,21
Abbey,21
Horseshoe smith,21
Sundae restaurant,21
Syrian restaurant,21
Foreign languages program school,21
Regional government office,21
Stringed instrument maker,21
Heating,21
Olive oil cooperative,21
Toolroom,21
Roadside assistance,21
Real estate rental,21
Office services,21
Shared-use commercial kitchen,21
Novelties wholesaler,21
Aromatherapy class,21
Rugby club,21
Distributary,20
Carpool,20
Glacier,20
Family planning counselor,20
Stitching class,20
Wind farm,20
Computers,20
Bentley dealer,20
Alternative medicine,20
Garden machinery supplier,20
Textile exporter,20
Lawn bowls club,20
Badminton court,20
Federal reserve bank,20
Ladder supplier,20
Chinese supermarket,20
Non smoking holiday home,20
Tannery,20
Aeroclub,20
Boiler manufacturer,20
Lamborghini dealer,19
Department of finance,19
Mechanical plant,19
Hockey,19
Mfr,19
Blues club,19
Electronics engineer,19
Boys' high school,19
Contemporary Louisiana restaurant,19
Land planning authority,19
House sitter agency,19
Martial arts,19
Sugar factory,19
Acupuncture school,19
Data entry service,19
Country house,19
Basketball,19
Roller skating club,19
Jain temple,19
Nudist park,19
Tesla showroom,19
Horse transport supplier,19
Leisure centre,19
Terrain,19
Coppersmith,18
Residential area,18
Alcohol retail monopoly,18
Design institute,18
Geological service,18
Polo club,18
Furniture,18
Seal shop,18
Mailing machine supplier,18
Dental,18
Men's health physician,18
Fashion design school,18
Transit depot,18
Vegetation,18
Wildlife and safari park,18
Kitchen,18
Sicilian restaurant,18
Taekwondo competition area,18
Tofu restaurant,18
Night market,18
License plate frames supplier,18
Ashram,18
X-ray equipment supplier,18
Georgian restaurant,18
Road safety town,18
Badminton club,18
Statue,18
Seafood farm,18
English language camp,18
Freestyle wrestling,18
Equipment importer,18
Helpline,17
Plastic bags wholesaler,17
Rugby,17
Mobile disco,17
Trade fair construction company,17
Superfund site,17
Electronic engineer,17
Mining consultant,17
Dance pavillion,17
Bilingual school,17
Seafood donburi restaurant,17
City Department of Environment,17
Gold mining company,17
Flowers,17
Plant and machinery hire,17
Geologist,17
Food production,17
Glassware wholesaler,17
Spa garden,17
Legally defined lodging,17
Display home centre,17
Ayurvedic clinic,17
Handicrafts wholesaler,17
Thermal energy company,17
Girls' high school,16
Hot bedstone spa,16
Cricket club,16
Hong Kong style fast food restaurant,16
Souvenir manufacturer,16
Shawarma restaurant,16
Erotic massage,16
Customs department,16
Childminder,16
French language school,16
South African restaurant,16
Jewelry exporter,16
Municipal corporation,16
Goldfish store,16
Train repairing center,16
Indian sizzler restaurant,16
Hang gliding center,16
Cosmetics,16
Film and photograph library,16
Machine knife supplier,16
Windmill,16
Silk store,16
Traffic police station,16
Building designer,16
Public amenity house,16
Soapland,16
IMAX theater,16
Diving contractor,16
Stereo rental store,16
Ice,15
Singaporean restaurant,15
Children hall,15
Scout hall,15
New Age church,15
American grocery store,15
Meeting point,15
Sukiyaki and Shabu Shabu restaurant,15
Hindu priest,15
Reenactment site,15
Co-ed school,15
Slope,15
Japanese confectionery shop,15
Aston Martin dealer,15
French steakhouse restaurant,15
Bookmaker,15
Skating instructor,15
Immigration detention centre,15
Sperm bank,15
Confectionery wholesaler,15
North Eastern Indian restaurant,15
Community service,14
Office accessories wholesaler,14
Dietitian,14
Disabled sports center,14
Porridge restaurant,14
Numerologist,14
Aircraft dealer,14
Horsestable studfarm,14
Korean beef restaurant,14
Tank,14
Customs office,14
Priest,14
Patients support association,14
Federal police,14
Equipment exporter,14
Sauna club,14
Cooperative,14
Eritrean restaurant,14
Municipal Department of Tourism,14
Volleyball instructor,14
Well,14
Chemical exporter,14
Chemical engineer,13
Train ticket agency,13
Height works,13
Stove builder,13
Faculty of sports,13
Chalet,13
Wellness hotel,13
Private sector bank,13
Ukrainian restaurant,13
Higher secondary school,13
Pine furniture shop,13
Tuscan restaurant,13
Floating market,13
Vehicle examination office,13
Gravel plant,13
Video karaoke,13
Drone shop,13
Architecture school,13
Water skiing club,13
Pizza,13
Taoist temple,13
Japanese delicatessen,13
State Department of Environment,13
Therapists,13
Fur manufacturer,13
Yemenite restaurant,13
Bicycles,13
Sri Lankan restaurant,13
Agricultural engineer,13
Skin care,13
Military residence,13
Precision engineer,13
Veterans,13
Handicraft fair,13
Stand bar,12
Basque restaurant,12
Tax,12
Shinto shrine,12
Alumni association,12
Comic cafe,12
Rehearsal studio,12
Costa Rican restaurant,12
Kyoto style Japanese restaurant,12
Outdoor bath,12
Public bath,12
Archery event,12
Chess and card club,12
Tenant ownership,12
Electronics exporter,12
Cable car station,12
Barrister,12
Stationery manufacturer,12
Doll restoration service,12
Management school,12
Shop supermarket furniture store,12
Orchid farm,12
Seaport,12
Mineral water company,12
Modern izakaya restaurants,12
Womens protection service,12
Dry fruit store,12
Economic consultant,12
Ticketing area,12
Wind turbine builder,12
Tonkatsu restaurant,12
Clothes and fabric wholesaler,12
Oriental medicine store,12
Chinese language school,12
Battle site,12
Pacific Rim restaurant,12
Instrumentation engineer,12
Hardware training institute,11
McLaren dealer,11
Canadian restaurant,11
Courier & shipping services,11
Public sauna,11
Public female bathroom,11
Karaoke equipment rental service,11
Interior fitting contractor,11
Military town,11
Samba school,11
Bariatric surgeon,11
Deaf church,11
Advertising,11
Dye store,11
Market operator,11
Cricket shop,11
Handicraft museum,11
Steamed bun shop,11
Teacher college,11
Manor house,11
Abundant Life church,11
Foam rubber producer,11
Buddhist supplies store,11
Training,11
Glassware manufacturer,11
Cold cut store,11
Faculty of science,11
Bulgarian restaurant,11
Radio tower,11
Yakiniku restaurant,11
English restaurant,11
Traditional market,11
Pile driver,11
North African restaurant,11
Press advisory,11
Salsa bar,11
Full dress rental service,11
Aboriginal art gallery,11
Truck farmer,11
Smart dealer,10
Circular distribution service,10
Smart Car dealer,10
Microbiologist,10
Party,10
Rolls Royce dealer,10
Austrian restaurant,10
Emergency call booth,10
Pontiac dealer,10
Kilt shop and hire,10
Swedish restaurant,10
Traffic officer,10
Surgical products wholesaler,10
Psychosomatic medical practitioner,10
Wine,10
Conservative club,10
Research engineer,10
Foreign exchange students organization,10
Ship building,10
Bahá'í house of worship,10
Metallurgy company,10
Hygiene station,10
Museum of space history,10
Eatery,10
Wing chun school,10
Tyre manufacturer,10
Dyeworks,10
Mountain cable car,10
Nursing association,10
Government hospital,10
Sake brewery,10
Welding,10
Native American restaurant,10
Blind school,9
Home and construction,9
Supreme court,9
Ground self defense force,9
Municipal health department,9
Serbian restaurant,9
Calligraphy lesson,9
BMX club,9
School lunch center,9
Korean rib restaurant,9
Tea exporter,9
Mid-Atlantic restaurant (US),9
Law book store,9
Organic,9
Surf lifesaving club,9
Public male bathroom,9
Japanese sweets restaurant,9
Pilgrimage place,9
Ministry of Education,9
Printing,9
Hungarian restaurant,9
Cold noodle restaurant,9
Threads and yarns wholesaler,9
Cape Verdean restaurant,9
Pool academy,9
Model car play area,9
Stationery wholesaler,9
Butane gas supplier,9
Rice mill,9
Surgical oncologist,9
Rock music club,9
Pet food and animal feeds,9
Memorial,9
Capoeira school,9
State archive,9
Oaxacan restaurant,9
Nudist club,9
Soba noodle shop,9
Leather goods wholesaler,9
Family court,9
TB clinic,9
Tortilla shop,8
Military barracks,8
Japanese regional restaurant,8
German language school,8
Architects association,8
Chilean restaurant,8
Love hotel,8
Betting agency,8
Natural stone exporter,8
Stall installation service,8
Recycling,8
Waldorf school,8
Medical book store,8
Museum of zoology,8
Production,8
Saturn dealer,8
Pediatric orthopedic surgeon,8
Romanian restaurant,8
Seafood store,8
Patent office,8
Tofu shop,8
Music instruction,8
Cat trainer,8
Cotton supplier,8
Missing persons organization,8
Housing,8
Beds,8
Pre gymnasium school,8
Physiotherapy equipment supplier,8
Lighting,8
Cat breeder,8
College of agriculture,8
CNG fittment center,8
Tibetan restaurant,7
Industrial framework supplier,7
Ethnographic museum,7
Seasonal lake,7
Toy library,7
Pediatric surgeon,7
Military airport,7
Bazar,7
Land mass,7
Sheepskin and wool products supplier,7
City district office,7
Carnival club,7
Puppet theater,7
Japanese cheap sweets shop,7
Evening dress rental service,7
Orphanage,7
Bar tabac,7
Air traffic control tower,7
Czech restaurant,7
Foreign trade consultant,7
Environment office,7
Geriatrician,7
Airport terminal,7
Bungee jumping center,7
Hot spring hotel,7
State Department Agricultural Development,7
Garment exporter,7
Nursery,7
Typewriter supplier,7
Fish and seafood restaurant,7
Staffing agency,7
Hyperbaric medicine physician,7
Gymnasium Cz,7
Electronics hire shop,7
Armed forces association,7
Building society,7
Brazilian pastelaria,7
Appliances,7
Rock,7
Western restaurant,7
Gambling instructor,7
Ferris wheel,7
Cooperative bank,7
Glass,7
Haute French restaurant,7
Buses,7
Escalator,7
Psychopedagogy clinic,7
Piano maker,7
Grammar school,7
Tea and coffee merchant,7
Berry restaurant,7
Mercantile development,6
DS Automobiles dealer,6
Low emission zone,6
Video,6
Soy sauce maker,6
Media,6
Toll road rest stop,6
Recreational vehicle,6
Wellness,6
Thai massage,6
Office building,6
Drinking water,6
Cardiovascular and thoracic surgeon,6
Desert,6
Metal services,6
Military archive,6
Palace,6
Architecture,6
Laundry room,6
Pig farm,6
State Department of Tourism,6
Tempura restaurant,6
Dan Dan noodle restaurant,6
Pediatric dermatologist,6
Drinking water dispenser,6
Syokudo and Teishoku restaurant,6
National health foundation,6
Shopfitter,6
Bar PMU,6
River confluence,6
Department of housing,6
Home furnishings,6
Swiss restaurant,6
Emergency management ministry,6
Marine,6
Indian sweets shop,6
Building equipment hire service,6
Office supply,6
Internet,6
Textile engineer,6
Relaxation,6
National library,6
Rice shop,6
Cane furniture store,6
Geological research company,6
City pillar shrine,6
Lingerie manufacturer,6
Open university,6
Fishing and hunting,6
Studio,6
Pension office,6
Thermal baths,6
Regional council,5
Fish spa,5
Padel club,5
Solid fuel company,5
Yucatan restaurant,5
LPG conversion,5
Gambling area,5
Luggage wholesaler,5
Government college,5
Deaf school,5
Faculty of psychology,5
Hepatologist,5
Housing utility company,5
Katsudon restaurant,5
Pagoda,5
Womens college,5
Public webcam,5
Coffee,5
Elevator,5
State office of education,5
Weaving mill,5
Staple food package,5
Hygiene articles wholesaler,5
Felt boots store,5
Ruin,5
Medicine exporter,5
Aerated drinks supplier,5
Rice cake shop,5
Ski,5
Roads ports and canals engineers association,5
Pennsylvania Dutch restaurant,5
Gazebo,5
Modern British restaurant,5
Public services,5
Mental health,5
Grassland,5
Homekill service,5
Croatian restaurant,5
Smoking area,5
Dune,5
Uruguayan restaurant,5
Farming and cattle raising,5
Paper exporter,5
Cooling plant,5
Aeromodel shop,5
Incineration plant,5
Aikido club,5
Room,5
Acrobatic diving pool,5
Roman restaurant,5
American football field,5
Velodrome,5
Juvenile court,5
Pony club,5
Leather exporter,5
Shrimp farm,5
Electrical,5
Disability services,5
Conservatory of music,5
Youth hostel,5
Japanized western restaurant,5
Adult entertainment,5
Rice wholesaler,5
Floridian restaurant,5
Animal watering hole,5
Chinese language instructor,5
Beverage supplier,5
Plast window store,5
Faculty of pharmacy,5
Japanese language instructor,5
Seminar room,5
Mail room,5
Conservatory supply & installation,5
Food products,5
Dutch restaurant,4
Filtration plant,4
Smoking room,4
Greyhound stadium,4
Biochemistry lab,4
Digital media,4
Nuclear power company,4
Gas engineer,4
Petrochemical engineer,4
Information desk,4
Host club,4
Labour department,4
Bike wash,4
Sea,4
Historic city center,4
Training consultant,4
Traditional costume club,4
Piano,4
Tunisian restaurant,4
BPO placement agency,4
Domestic services,4
Security systems,4
Gondola lift station,4
Oriental medical clinic,4
Public mailbox,4
Outdoor activities,4
Food and beverage distributors,4
Area,4
Hospitality and tourism school,4
Monorail station,4
Flamenco school,4
Obanzai restaurant,4
Alternative medicine clinic,4
Organ donation and tissue bank,4
Chinese medicine,4
Vastu consultant,4
Biochemical supplier,4
District council,4
Archipelago,4
Call shop,4
Rowing area,4
Municipal hall,4
Metalware dealer,4
Farming,4
Public prosecutors office,4
Back office,4
Biotechnology engineer,4
Print services,4
Fire extinguisher,4
Lingerie wholesaler,4
Bugatti dealer,4
Judicial auction,4
Ceramics,4
Sports association,4
Wholesale drugstore,4
Basilica,4
Pumps,4
Citizen information bureau,4
Cured ham store,4
Clock tower,4
FMCG manufacturer,4
Pediatric clinic,4
Tavern,4
Television,4
Legal affairs bureau,4
Lava field,4
Dried seafood store,4
Markmens clubhouse,4
Conservatory construction contractor,4
Training provider,4
Government school,4
Evening school,4
Coal exporter,4
Weir,3
Judicial scrivener,3
Gas,3
Athletics,3
Chamber of agriculture,3
Telecommunication school,3
Atoll,3
Sheepskin coat store,3
Padel court,3
Kaiseki restaurant,3
Professional association,3
Designer,3
Archery hall,3
Greco-Roman wrestling,3
Knitwear manufacturer,3
Rehabilitation,3
Danish restaurant,3
Chesapeake restaurant,3
Nail art,3
Motorcycle club,3
Books,3
Walkway,3
Match box manufacturer,3
Municipal Department Communication,3
Geography and history faculty,3
Estuary,3
Traditional Kostume store,3
Stamp collectors club,3
Flamenco dance store,3
Kazakhstani restaurant,3
Employment services,3
Federal Agency for Technical Relief,3
Lost property office,3
Spices exporter,3
Military,3
Tempura donburi restaurant,3
Cell tower,3
Natural beauty spot,3
Taxis,3
Curling hall,3
Folk high school,3
Prawn fishing,3
Public transportation system,3
Livestock,3
Capsule hotel,3
Car care,3
Pozole restaurant,3
Agricultural high school,3
Asian,3
Machinery,3
United States Armed Forces Base,3
Cosplay cafe,3
Workshop,3
Refugee camp,3
Western food,3
Eftpos equipment supplier,3
Pottery,3
Foreman builders association,3
Public call office booth,3
Kimono store,3
Creche,3
Fencing salon,3
Badminton complex,3
Seat dealer,3
Hotel management school,3
Water polo pool,3
Windows,3
Chartered accountant,3
Carvery,3
Sambo school,3
General register office,3
Personal repair service,3
Vocational school one,3
Iron ware dealer,3
Macrobiotic restaurant,3
Television tower,3
Chemistry faculty,3
Insolvency service,3
Civil examinations academy,3
Topography company,3
Catalonian restaurant,3
Tennis,3
City employment department,3
Energy,3
Industrial engineers association,3
State Department Civil Defense,2
Raclette restaurant,2
Hammam,2
Executor,2
Reef rock submerged,2
Doner kebab restaurant,2
Japanese food,2
Assembly hall,2
Mobile communications service,2
Research and development,2
Transplant surgeon,2
Traditional teahouse,2
Champon noodle restaurant,2
Ford,2
Practitioner service location,2
Scout home,2
Paraguayan restaurant,2
Conveyancer,2
Neurophysiologist,2
Public parking lot,2
Municipal Department Finance,2
Playroom,2
Secondary school three,2
Municipal Department of Sports,2
Water navigation,2
Momo restaurant,2
High court,2
Hockey field,2
Nanotechnology engineer,2
European institution,2
Water sport,2
Department for Regional Development,2
Dept of State Treasure,2
Faculty of arts,2
Sweets,2
Mineral water wholesale,2
Ticket gate,2
FMCG goods wholesaler,2
Chinese food,2
Waldorf kindergarten,2
Pediatric endocrinologist,2
Institute,2
Takoyaki restaurant,2
Yakisoba Restaurant,2
Vacuum cleaner,2
Industrial technical engineers association,2
Coat wholesaler,2
Massage parlor,2
Used,2
Tenant's union,2
Cotton exporter,2
State Department Housing and Urban Development,2
Wood industry,2
Lyceum,2
Army,2
Room agency,2
Doors and windows,2
Motocross,2
Parsi temple,2
Hospitality high school,2
Salons,2
Levee,2
Aeronautical engineer,2
Tools,2
Central bank,2
Ecologists association,2
Pachinko parlor,2
Japanese inn,2
Metalware producer,2
Stock exchange building,2
Border guard,2
Service counter,2
Trailer,2
Croquet club,2
Pueblan restaurant,2
State owned farm,2
Pediatric neurologist,2
Fishing port,2
Customs counter,2
Lido,2
Mining engineer,2
Baggage claim,2
Video equipment and services,2
Printed music publisher,2
Watering hole,2
Hawker stall,2
Furrier,2
Soondae restaurant,2
Iron and steel store,2
Horse carriage station,2
Designer clothing store,2
Bullring,2
Parapharmacy,2
Feng shui shop,2
Nuclear engineer,2
Criminal court,2
Mutton barbecue restaurant,2
Steel industry,2
Ice cream and drink shop,2
Plateau,2
Dancing,2
User-operated machine,2
Rugby league club,2
Auto part and accessory manufacturer,2
Sports coaching,2
Trucks,2
Table,2
Labour club,2
Places of interest,2
Cured ham bar,2
Football association,2
Hakka restaurant,2
Army barracks,2
Budget Japanese inn,2
Kushiyaki restaurant,2
Pediatric pulmonologist,2
Car parts wholesaler,2
Quantity surveyor,2
Aboriginal and Torres Strait Islander organisation,2
Marine self defense force,2
Fugu restaurant,2
Girls hostel,1
Indian food,1
Security bureau,1
Security-checked area,1
Transportation authority office,1
Freelance professionals,1
Game software,1
Farmers cooperative,1
Mobile phone,1
Labor court,1
Project management company,1
Design services,1
Course center,1
Icelandic restaurant,1
Industry,1
Pediatric urologist,1
Town office,1
Real estate photographer,1
Bonesetting house,1
Architectural element,1
Marquee hire service,1
State Department for Social Development,1
Seasonal river,1
Trolleybus stop,1
New Zealand restaurant,1
Bodega,1
Shochu brewery,1
Steamboat restaurant,1
Cranes,1
Municipal Department of Culture,1
Musical institutions,1
Stadium seating area,1
Independent or preparatory school,1
Training courses,1
Lamp,1
Board of trade,1
Municipal Department Housing and Urban Development,1
Server room,1
Rice cracker shop,1
Casual clothing store,1
Lobby,1
Translation company,1
Vehicle rental,1
Rocky,1
Forest resort,1
Wallpaper installer,1
Staircase,1
Pipe manufacturer,1
Karma dealer,1
State Department Agriculture Food Supply,1
Cement,1
Stone,1
Working womens hostel,1
E-commerce,1
Perfume exporter,1
Defence company,1
Fuel station,1
Chemicals,1
Beekeeping,1
Sundanese restaurant,1
Oldsmobile dealer,1
Delegated driver service,1
Huissier,1
Concierge desk,1
Parking Souterrain,1
Provence restaurant,1
Scottish restaurant,1
Used store,1
Sukiyaki restaurant,1
Valencian restaurant,1
Jiangsu restaurant,1
First aid kit,1
Gym With Swimming Pool,1
Airport security checkpoint,1
South Indian restaurant,1
Ocean rock exposed,1
Security checkpoint,1
Seitai,1
Welsh restaurant,1
Municipal Social Development,1
Studio apartment,1
Independent school,1
City or town hall,1
Tire,1
Automotive,1
Arts and crafts,1
New Years tree market,1
Waterbed repair service,1
Fast food pizza,1
Summer toboggan run,1
Non vegetarian restaurant,1
Customs boundary line,1
Sfiha restaurant,1
Chettinad restaurant,1
Toys,1
Satay restaurant,1
Child center,1
Real estate related services,1
Canopy,1
Mountaineering club,1
Medical specialist,1
Transit platform group,1
Unagi restaurant,1
Trading firm,1
Polytechnic,1
Favela,1
Self check-in kiosk,1
Office administration service,1
Online share trading center,1
Media and information sciences faculty,1
Dept of City Treasure,1
Motorcycle training centre,1
County governors office,1
Conscription office,1
