,user_id,business_id,stars,text,year,state,state_name,latitude,longitude,source,month,sentiment
12678,1.1233843407297117e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Love this place .the ladies are wonderful very friendly staff is great I got my eyelashes done there and had my makeup applied I’m going back .,2020,OK,Oklahoma,35.3177824,-97.5024523,G,8,1
12679,1.1774236460896836e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Love the store I went to salon today and my hair color and highlights were on point. The hairstylist did an amazing job.,2020,OK,Oklahoma,35.3177824,-97.5024523,G,7,1
12680,1.0272169936559192e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,4.0,These two Are awesome,2021,OK,Oklahoma,35.3177824,-97.5024523,G,3,1
12681,1.0242037787333054e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,"Lots of helpful rep's and the store was spotless
Only negative is they didn't carry Chanel products and the website indicated otherwise.",2020,OK,Oklahoma,35.3177824,-97.5024523,G,6,1
12682,1.081610562078646e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,These ladies made me feel so special!,2020,OK,Oklahoma,35.3177824,-97.5024523,G,11,1
12683,1.1337015076342664e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,1.0,"I walked in here and no one helped me, I felt like I wasn't good enough to shop in there. Sorry but several snobby people in here working.",2020,OK,Oklahoma,35.3177824,-97.5024523,G,5,0
12684,1.1629635186303364e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Super helpful!,2021,OK,Oklahoma,35.3177824,-97.5024523,G,3,1
12685,1.0250572066431004e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Excellent! Great staff!,2021,OK,Oklahoma,35.3177824,-97.5024523,G,2,1
12686,1.011465738164429e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,if my wife loves it than ill go there whenever she wants,2020,OK,Oklahoma,35.3177824,-97.5024523,G,3,1
12687,1.0067891444782929e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,The ladies in here are so helpful. And the variety of makeup is legit.,2020,OK,Oklahoma,35.3177824,-97.5024523,G,6,1
12688,1.1372710048877476e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,I had a mark on my neck and the ladies here teamed up to help me find a concealer that would match me during the covid era.,2020,OK,Oklahoma,35.3177824,-97.5024523,G,9,1
12689,1.0269396202683467e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,3.0,"As much as I hate employees constantly coming up to you and asking if you need help I was disappointed that no one checked on us once. And the checkout process was so disorganized. I had to wait 15 minutes or more to get an online order as well because no one knew what they were doing and they had 3 different people help me, some had no clue what they were doing and some wanted to push me off on someone else so they could do other things. I prefer Norman",2020,OK,Oklahoma,35.3177824,-97.5024523,G,1,0
12690,1.148318575207022e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Had great help finding the best products to fit me,2020,OK,Oklahoma,35.3177824,-97.5024523,G,2,1
12691,1.0337737698203052e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Huuuge selection,2020,OK,Oklahoma,35.3177824,-97.5024523,G,11,1
12692,1.0798329088814072e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Lady was very helpful.,2020,OK,Oklahoma,35.3177824,-97.5024523,G,2,1
12693,1.154295397644745e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Friendly staff and great products,2020,OK,Oklahoma,35.3177824,-97.5024523,G,2,1
12694,1.1704117560567977e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Has a great selection,2020,OK,Oklahoma,35.3177824,-97.5024523,G,1,1
12695,1.1353059036257211e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,Love the store,2020,OK,Oklahoma,35.3177824,-97.5024523,G,5,1
12696,1.1736390175398268e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,4.0,Great selection,2020,OK,Oklahoma,35.3177824,-97.5024523,G,1,1
12697,1.0922660150030326e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,"(Translated by Google) Very good

(Original)
Muy bueno",2021,OK,Oklahoma,35.3177824,-97.5024523,G,6,1
12698,1.050453661260991e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,5.0,"(Translated by Google) Excellent, they have a wide variety of quality cosmetic products and fragrances.

(Original)
Excelente, cuentan con una gran variedad de productos cosméticos y fragancias de calidad.",2021,OK,Oklahoma,35.3177824,-97.5024523,G,1,1
12699,1.049220005420635e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,4.0,"(Translated by Google) Lots of variety of cosmetics, hair lines etc. But they have many non-existent items.

(Original)
Mucha variedad de cosméticos, líneas para el cabello etc. Pero tienen muchos articulo sin existencia.",2021,OK,Oklahoma,35.3177824,-97.5024523,G,1,1
12700,1.052284051651602e+20,0x87b26b79d8dfe8e7:0xd5fe9c6f735cde3b,3.0,"(Translated by Google) Some offers

(Original)
Algunas ofertas",2020,OK,Oklahoma,35.3177824,-97.5024523,G,12,1
12739,1.08369248674222e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"So my husband and I went into Ulta by our house to get me some setting spray and a few other things. I needed one of the make-up artists help on what I should get to contour (I’m just now learning to contour) I got help from seriously THE BEST! Her name is Bridgett Stewart. I’ve never had a make-up artist actually help me so much. She didn’t just try to sell me anything and everything, she actually cared about showing me what products I actually need, that will actually work for my skin tone and teaching me what I needed as far as products to help me learn to contour, but not just that, I was using the wrong color foundation (I was using a powder because nobody in the past could help me with finding a light weight liquid foundation that actually looks good!) Bridgett took her time, actually CARED about what I needed and took her time to teach me how to do my make-up! I’ve never had that experience before. I did end up getting a lot of products, but I was so excited for my new products and brushes! Because I trusted her and everything she said I needed. By the end she had done my full face, and I like a more natural look, and I looked beautiful!!!!!!!!!!! And now at home, with all my new products and brushes, I’m practicing and learning how to do my makeup like Bridgett did for me! The past few times I’ve been to Ulta I’ve left with extremely pricey foundations, that are sitting on my vanity because they don’t work for my skin tone.  (the stuff I got at Ulta from Bridgett, I use all of them!!!!) I just want to say how appreciative I am for Bridgett and the time she took to answer ALL my questions and being so patient since I am such a rookie at doing my make-up! She also does weddings, proms, special events, ect. I have a photo shoot coming up and I’ll be calling Bridgett to do my makeup for it!",2019,OK,Oklahoma,36.2904072,-95.8434629,G,10,1
12740,1.1242524995236387e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,It is great! Employees are very friendly & very helpful.,2021,OK,Oklahoma,36.2904072,-95.8434629,G,5,1
12741,1.1586180331778209e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,I get my hair cut here and they do a great job!,2021,OK,Oklahoma,36.2904072,-95.8434629,G,1,1
12742,1.164108684242872e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,4.0,"Friendly, helpful staff",2021,OK,Oklahoma,36.2904072,-95.8434629,G,4,1
12743,1.0521450621157912e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"Awesome, as always 💖",2021,OK,Oklahoma,36.2904072,-95.8434629,G,4,1
12744,1.1311201944243067e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"Amazing variety of products, well lit and clean facility, plus friendly service!",2020,OK,Oklahoma,36.2904072,-95.8434629,G,8,1
12745,1.0815521934528464e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,4.0,"Staff is very friendly and knowledgeable. I was very impressed with Stephanie in Salon. She did a fantastic job cutting and styling my hair.  Thank you, Stephanie!",2019,OK,Oklahoma,36.2904072,-95.8434629,G,12,1
12746,1.126378108740934e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Great selection of products. The staff always greets me. They help me when I am look into new products to tell me which is best for my needs.,2019,OK,Oklahoma,36.2904072,-95.8434629,G,10,1
12747,1.06212908163291e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,3.0,Usual ULTA stock and products. But some rude employees.,2020,OK,Oklahoma,36.2904072,-95.8434629,G,9,1
12748,1.126378108740934e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Great selection of products. The staff always greets me. They help me when I am look into new products to tell me which is best for my needs.,2019,OK,Oklahoma,36.2904072,-95.8434629,G,10,1
12749,1.0171086728625824e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"Very helpful staff, fabulous selection.",2020,OK,Oklahoma,36.2904072,-95.8434629,G,9,1
12750,1.143214009274015e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"Love it! and that's the problem; I can spend spend spend in this place!
The staff is great! They're friendly, knowledgeable and always willing to help you.  The facility is clean and well organized with such a wide selection of just about anything you need.  I'm a kid in a candy store in here!",2019,OK,Oklahoma,36.2904072,-95.8434629,G,2,1
12751,1.0145107834188328e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Friendly staff. Love the deals and sales they have.,2020,OK,Oklahoma,36.2904072,-95.8434629,G,6,1
12752,1.0341054210654044e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Very helpful,2021,OK,Oklahoma,36.2904072,-95.8434629,G,3,1
12753,1.1192466809226774e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"Everyone I know has been so happy this store is now in Owasso! The store is brand new, clean, and so beautiful to be inside of, the best part is how happy and nice the workers are. As soon as I went in I had no idea what I was looking for and beautiful Jessica popped up and immediately offered to show me right away and even practice putting on my make up, she was a great person to talk to and I bought my new foundation and concealer from her and I have no regrets. Then while I was being worked on amazing Christina came up and was also a huge help, she does perfect work on eyebrows and I can't wait to be seen by her.",2018,OK,Oklahoma,36.2904072,-95.8434629,G,8,1
12754,1.068989700197213e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"Bridgette was very nice and helpful. It was a little overwhelming at first, but she was really good at helping me find what I wanted.",2019,OK,Oklahoma,36.2904072,-95.8434629,G,9,1
12755,1.0943127257347888e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Nice staff.  They greeted me with smiles and were willing to help me.,2019,OK,Oklahoma,36.2904072,-95.8434629,G,12,1
12756,1.1417306161807412e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"Clean store, have items you need in stock",2020,OK,Oklahoma,36.2904072,-95.8434629,G,12,1
12757,1.0666010454791373e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Love it. My favorite store! I could spend hours there.,2019,OK,Oklahoma,36.2904072,-95.8434629,G,11,1
12758,1.050478917255274e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,"The 21 days of beauty is awesome, they also have sales on other items and good deals too.",2019,OK,Oklahoma,36.2904072,-95.8434629,G,9,1
12759,1.1545370073850606e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Lots to choose from not tiny and claustrophobic like sephora. Can try on makeup and lotions,2019,OK,Oklahoma,36.2904072,-95.8434629,G,9,1
12760,1.1481966787857447e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Loved the Mac counter. Enjoyed the whole experience!!!! 💋💋,2019,OK,Oklahoma,36.2904072,-95.8434629,G,10,1
12761,1.1738562706965937e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,1.0,Here’s an industry standard tip for y’all: when cancelling an in store pickup for a customer place a courtesy call first.,2019,OK,Oklahoma,36.2904072,-95.8434629,G,12,1
12762,1.1345045445738113e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,I've been there with my daughter and Granddaughter.  If you cant find what your looking for they either dont make it or you should go to New York or Paris !,2019,OK,Oklahoma,36.2904072,-95.8434629,G,7,1
12763,1.0286421369108138e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Great service!,2020,OK,Oklahoma,36.2904072,-95.8434629,G,8,1
12764,1.0647107846378332e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Had everything I was looking for as usual! Love this Palette!!!,2019,OK,Oklahoma,36.2904072,-95.8434629,G,7,1
12765,1.0544153860973055e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,4.0,They have everything!,2020,OK,Oklahoma,36.2904072,-95.8434629,G,11,1
12766,1.1403070810504018e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,1.0,Marley was rude and acted annoyed when we had questions. She was very unwilling to help us find what we needed. We asked her a question about product location twice and her answer was “I don’t know”. We felt so unwanted and like a burden so we just put our stuff down and left. I’ll never return to that store as long as she is there.,2019,OK,Oklahoma,36.2904072,-95.8434629,G,3,0
12767,1.0410289216717685e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Beauty for every budget.  You'll be obsessed!,2019,OK,Oklahoma,36.2904072,-95.8434629,G,8,1
12768,1.03093315631022e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,4.0,Good selection and decent prices,2019,OK,Oklahoma,36.2904072,-95.8434629,G,8,1
12769,1.0692698070837436e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,1.0,Go to the one in broken arrow or memorial by 91st ST in Tulsa .... this location the employees are rude and care more about gossip than helping their customers,2019,OK,Oklahoma,36.2904072,-95.8434629,G,6,0
12770,1.0024083217935062e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,I love this store,2019,OK,Oklahoma,36.2904072,-95.8434629,G,10,1
12771,1.0811419525917734e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Very nice employees !!,2019,OK,Oklahoma,36.2904072,-95.8434629,G,3,1
12772,1.1328373137850552e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,4.0,Very helpful,2018,OK,Oklahoma,36.2904072,-95.8434629,G,11,1
12773,1.1395951585814182e+20,0x87b6f1e3d067ff7d:0x11d955f4a804eb54,5.0,Addicting,2019,OK,Oklahoma,36.2904072,-95.8434629,G,7,1
12814,1.060429298947026e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Love ulta! Always have deals on something in the store and on the app! Plus you can build reward points to use at a later date!,2021,OK,Oklahoma,36.0674205,-95.7736847,G,4,1
12815,1.0334084971491736e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,My favorite makeup store hands down!! Incredible deals. ( Make sure you sign up for the rewards program. They always send coupons and gifts) This store is the best in the Tulsa area. Very clean SUPER friendly and helpful staff. It's worth the drive I promise!!,2019,OK,Oklahoma,36.0674205,-95.7736847,G,12,1
12816,1.0532331105132914e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Kari was so sweet when helping me find my straightener! Great service.,2021,OK,Oklahoma,36.0674205,-95.7736847,G,5,1
12817,1.1801005346802462e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"I went and had my hair changed. The wonderful artist at the Salon did an amazing job! She did exactly what I wanted! She also assisted me with what products would be best for my color. She is absolutely out of this world! If you want anything done to your hair she can do it! Go to Ulta Salon in Broken Arrow and ask for Amberlynn Jones! She did a ""Subtle balayage with a nice ashy tone"" perfect for those grey days.",2020,OK,Oklahoma,36.0674205,-95.7736847,G,1,1
12818,1.1844167579721753e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"I was a walk in, and I'm super excited with the results. And I've booked a 2nd appt. With my new hairstylist!",2021,OK,Oklahoma,36.0674205,-95.7736847,G,2,1
12819,1.0896281202743465e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,"Great parking, friendly and attentive staff. So many products and great deals. I always love going to Ulta and should you decide to return a product, it's easy and efficiently accomplished.",2020,OK,Oklahoma,36.0674205,-95.7736847,G,10,1
12820,1.0831364046092064e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,1.0,"I personally just fine but not great experience with Ulta in general, but I really don’t like Broken Arrow location. Every time I shop here, I usually check products online first to make sure they are available in store. But when I got there, the staff usually said “everything we have are on the shelves”, but at different locations, they always took the keys and check inside the drawers.
When I checked out, I know for sure that the product I bought have gift with purchase, but nobody ever said anything, I always have to ask them, and there always a NO, “WE DON’T HAVE ANY”. I also asked like, do you have any perfume sample today for me to try ? “NO, WE DON’T HAVE ANY”.....
I rather to drive to Ulta Tulsa (the location next to Nordstrom Rack to be exact), the staffs there are always above and beyond. I never have to ask but they asked me instead about if I want any sample today. or they just gave me a lot of mini gift every time I checked out, even with small purchases sometimes.
After months, back and forth, I don’t think I will come back to the Broken Arrow Ulta anymore.",2020,OK,Oklahoma,36.0674205,-95.7736847,G,11,0
12821,1.110729063615618e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,Great place to find all products for makeup and hair.  Haircut was ok.  The price for cut was more in line with DC or NY bit much for the area and actual cut.,2020,OK,Oklahoma,36.0674205,-95.7736847,G,12,1
12822,1.1005165889297972e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,my wife's hair looks so awesome,2021,OK,Oklahoma,36.0674205,-95.7736847,G,2,1
12823,1.104328507701072e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,"98% dedicated to ladies, 2% for guys. All the essentials for hair and skin care.",2020,OK,Oklahoma,36.0674205,-95.7736847,G,10,1
12824,1.1226829178163442e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Staff is friendly and knowledgable. I took my sister because she had some dryness on her face and 3 of the ladies were able to relate. They were very empathetic and worked as a team to come up with the right solution. The product definitely helped. She also got her hair done and even though it was a long process it turned out great.,2018,OK,Oklahoma,36.0674205,-95.7736847,G,6,1
12825,1.1457535951651494e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"My first time going here. The MAC artist was so helpful in me finding what I was looking for, in the price range I wanted and not only MAC.",2019,OK,Oklahoma,36.0674205,-95.7736847,G,4,1
12826,1.1645716110524164e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Staff was friendly and helpful.,2021,OK,Oklahoma,36.0674205,-95.7736847,G,3,1
12827,1.0522370667676883e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"Super nice store employees, and very easy to navigate!",2020,OK,Oklahoma,36.0674205,-95.7736847,G,11,1
12828,1.0091105094706858e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,So many helpful employees. I had the pleasure of visiting when the Benefit rep was sampling. The only downfall is needing to remind the clerk at checkout when you have earned a free gift. I'm thankful the Benefit rep told me I had because if I had not asked the manager whom checked me out if I had earned it - it seems I would have left without.,2020,OK,Oklahoma,36.0674205,-95.7736847,G,2,1
12829,1.0349244291918388e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"Stacia was beyond wonderful. She was kind, knowledgeable and I feel very confident in her recommendations. If you have any beauty questions or need help finding the right product go see her!!😉👍",2020,OK,Oklahoma,36.0674205,-95.7736847,G,1,1
12830,1.0888513397885544e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,"They ran out of product I wanted. So I had to call four stores finally, I found the store in Broken Arrow . It had one of the items I wanted so I had to drive all the way over there to get it. But but they're okay.",2020,OK,Oklahoma,36.0674205,-95.7736847,G,10,1
12831,1.1010409367256927e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,AmberLynn did an amazing job on my hair. My hair was awful when I came in. She worked really hard and really pampered me today. Very relaxing thank AmberLynn will be back,2020,OK,Oklahoma,36.0674205,-95.7736847,G,3,1
12832,1.1267340214092997e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,1.0,Stuff is WAAAAAAAYYYYYYY too expensive!,2021,OK,Oklahoma,36.0674205,-95.7736847,G,1,0
12833,1.1652567303250425e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,2.0,"Out of what we're here for, had to order it online. Should have saved ourselves a trip.",2020,OK,Oklahoma,36.0674205,-95.7736847,G,9,0
12834,1.0568652193913922e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"They have an amazing salon, I’ve never walked away unhappy. Super caring and knowledgeable staff.
I highly recommend Rachel if you’re getting your hair done. 🤙🏼",2019,OK,Oklahoma,36.0674205,-95.7736847,G,8,1
12835,1.1159404554440178e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"I love this store!!  Everything you could possibly need, beautiful displays! From shampoos, styling tools and all the best cosmetic brands!  Go check it out. Great Christmas gifts🎅🎄🎁!",2018,OK,Oklahoma,36.0674205,-95.7736847,G,11,1
12836,1.11601156324687e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"This might be my favorite place, in general. I have always found what I was looking for here and every employee I've come in contact with was genuinely nice and helpful. This place is a perfect mixture of high end and drugstore beauty products. When they're having a sale is usually well worth it and their samples are usually pretty awesome. They're also really good at giving beauty advice. I could get lost in this place for hours on end.",2018,OK,Oklahoma,36.0674205,-95.7736847,G,1,1
12837,1.131528758480036e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,The employees at the BA store are always so kind and extremely helpful.,2019,OK,Oklahoma,36.0674205,-95.7736847,G,11,1
12838,1.01657492842611e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,Twin grand daughters wanted a certain eye makeup palette. All the teens want it. Fairly large trendy kit. Both girls picked out one for themselves. And at only $23.00 Each was very affordable.,2018,OK,Oklahoma,36.0674205,-95.7736847,G,3,1
12839,1.1676580123928945e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,Great place for makeup. But I needed shampoo advice and the girl didn't seem confident in helping me and what she recommended did the complete opposite of what I needed. She was nice though and could have been new.,2018,OK,Oklahoma,36.0674205,-95.7736847,G,6,0
12840,1.060811356246913e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,I love it here! The service is great and the staff is amazing!,2019,OK,Oklahoma,36.0674205,-95.7736847,G,8,1
12841,1.119802054047322e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"Enjoy using their salon, and brow bar.  Recommend to everyone.",2019,OK,Oklahoma,36.0674205,-95.7736847,G,9,1
12842,1.1555353644003436e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,2.0,"The eyebrow artist is absolutely amazing. The mac makeup artist and the clinique artist are absolutely knowledgable and wonderful. However, there is much left to be desired by the in and out attitude of other staff and they don't seem to care about getting things done properly. It saddens me to write this review because I've always had such positive words for Ulta. Perhaps I'll have to start going to a different one or go look for a sephora. Sad.",2019,OK,Oklahoma,36.0674205,-95.7736847,G,8,1
12843,1.0075870392990568e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Great service  always,2020,OK,Oklahoma,36.0674205,-95.7736847,G,10,1
12844,1.056331237952531e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"Xantal at benefit brow bar is amazing!! Very nice, thorough & personable!

Rest of the store is clean & service is good.",2019,OK,Oklahoma,36.0674205,-95.7736847,G,5,1
12845,1.1002416055375498e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Great Salon Staff! Katrina is the best. I always leave the salon feeling great about how I look.,2019,OK,Oklahoma,36.0674205,-95.7736847,G,2,1
12846,1.115894843095844e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,GREAT.  Been wanting to go there.  Tt is so close by.  Got a few things but will go back soon.  Store was clean and neat.  Nice sales stsff.helpful but not overbearing.,2019,OK,Oklahoma,36.0674205,-95.7736847,G,4,1
12847,1.019938370420126e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,Great employees.,2020,OK,Oklahoma,36.0674205,-95.7736847,G,10,1
12848,1.1561026012063796e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Very nice place great customer service!!!.,2019,OK,Oklahoma,36.0674205,-95.7736847,G,11,1
12849,1.089652081550875e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,This place has great make up friendly help they all ways help you find exactly what you need,2019,OK,Oklahoma,36.0674205,-95.7736847,G,2,1
12850,1.097756745603839e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,1.0,"I have never had a worse experience any where in my entire life. After booking my appointment and calling to confirm time and services I show up at scheduled appointment time. A rude girl at the counter sits me in a chair and tells me my stylist will be right with me. Thirty-three minutes later I am finally spoken to by my stylist (no introductions made, I still don't know her name) and directed to sit in a salon chair and explain what I want done. After showing her and watching her facial expressions in the mirror it is clear that something is wrong. She stammers that she just doesn't have the time alotted to do my hair. Even though from the time I confirmed to the time I show her...NOTHING HAS CHANGED. Except of course that I'm at this point FORTY minutes into my slotted appointment time and she hasn't touched my hair. She tells me she can do a cut and put some color on my hair (UH HUH sure that sounds appealing) but she went longer and has another appointment and just doesn't have time for my scheduled appointment. I have a graduation to attend and wanted my hair to look nice. Thanks (insert sarcasm) ULTA for seriously messing up this experience and also for costing me half a day's pay to sit in your uncomfortable waiting chair.",2018,OK,Oklahoma,36.0674205,-95.7736847,G,5,0
12851,1.019142417860844e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Customer service is wonderful anytime I have questions I can locate someone to answer quickly.  They also have very pleasant sales associates.,2019,OK,Oklahoma,36.0674205,-95.7736847,G,1,1
12852,1.106271011367221e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,4.0,"The store is great, staff is friendly. Only thing I would suggest needs some 'work', is having the staff approach the customers rather than customers interrupting their convos with the other employees.",2019,OK,Oklahoma,36.0674205,-95.7736847,G,4,1
12853,1.0572690912657632e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,I am always welcomed when I enter even when they are busy checking out a customer at register(great multitasking)! Also I had a great experience with a lady helping me find the right color of concealer with clinique. They did not have a pureology fresh approach dry conditioner product but enjoyed my experience there anyways. Thank you!,2017,OK,Oklahoma,36.0674205,-95.7736847,G,12,1
12854,1.0351454110919926e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,3.0,Giddy return policy,2021,OK,Oklahoma,36.0674205,-95.7736847,G,1,1
12855,1.0174336124867687e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Clerk was able to tell me exactly what my niece wanted with a flawed description from my failing memory.,2019,OK,Oklahoma,36.0674205,-95.7736847,G,9,0
12856,1.0290847655231455e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,"Love this store, but it's a bit to pricey $$",2019,OK,Oklahoma,36.0674205,-95.7736847,G,6,1
12857,1.0572690912657632e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,I am always welcomed when I enter even when they are busy checking out a customer at register(great multitasking)! Also I had a great experience with a lady helping me find the right color of concealer with clinique. They did not have a pureology fresh approach dry conditioner product but enjoyed my experience there anyways. Thank you!,2017,OK,Oklahoma,36.0674205,-95.7736847,G,12,1
12858,1.1517001292728258e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Everything you need for beauty in one place!,2019,OK,Oklahoma,36.0674205,-95.7736847,G,12,1
12859,1.0264145671848277e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,Best place to get personal beauty supples. Good prices and great rewards.,2018,OK,Oklahoma,36.0674205,-95.7736847,G,11,1
12860,1.042435658766444e+20,0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,5.0,It has just what you need,2019,OK,Oklahoma,36.0674205,-95.7736847,G,10,1
